trial_id,subject,block,condition,trial,rt,correct
790,s15,0,incongruent,2,814,1
791,s15,0,incongruent,3,573,1
792,s15,0,incongruent,4,575,1
793,s15,1,congruent,1,352,1
794,s15,1,congruent,2,392,1
795,s15,1,congruent,3,376,1
796,s15,1,congruent,4,387,1
797,s15,1,congruent,5,473,1
798,s15,1,congruent,6,389,1
799,s15,1,congruent,7,441,1
800,s15,1,congruent,8,777,1
801,s15,1,congruent,9,529,1
802,s15,1,congruent,10,510,1
803,s15,1,congruent,11,559,1
804,s15,1,congruent,12,584,1
805,s15,1,incongruent,1,727,1
806,s15,1,incongruent,2,938,1
807,s15,1,incongruent,3,595,1
808,s15,1,incongruent,4,568,1
809,s15,1,incongruent,5,446,1
810,s15,1,incongruent,6,681,1
811,s15,1,incongruent,7,594,1
812,s15,1,incongruent,8,1005,1
813,s15,1,incongruent,9,522,1
814,s15,1,incongruent,10,537,1
815,s15,1,incongruent,11,726,1
816,s15,1,incongruent,12,640,1
817,s15,2,congruent,1,383,1
818,s15,2,congruent,2,553,1
819,s15,2,congruent,3,495,1
820,s15,2,congruent,4,505,1
821,s15,2,congruent,5,490,0
822,s15,2,congruent,6,619,1
823,s15,2,congruent,7,494,1
824,s15,2,congruent,8,424,1
825,s15,2,congruent,9,459,1
826,s15,2,congruent,10,540,1
827,s15,2,congruent,11,332,1
828,s15,2,congruent,12,518,1
829,s15,2,incongruent,1,559,1
830,s15,2,incongruent,2,1014,1
831,s15,2,incongruent,3,617,1
832,s15,2,incongruent,4,503,0
833,s15,2,incongruent,5,568,1
834,s15,2,incongruent,6,456,1
835,s15,2,incongruent,7,364,1
836,s15,2,incongruent,8,387,1
837,s15,2,incongruent,9,886,1
838,s15,2,incongruent,10,483,1
839,s15,2,incongruent,11,428,1
840,s15,2,incongruent,12,856,1
841,s16,0,congruent,1,1091,1
842,s16,0,congruent,2,638,1
843,s16,0,congruent,3,1024,1
844,s16,0,congruent,4,925,1
845,s16,0,incongruent,1,947,0
846,s16,0,incongruent,2,886,1
847,s16,0,incongruent,3,1428,1
848,s16,0,incongruent,4,772,1
849,s16,1,congruent,1,678,1
850,s16,1,congruent,2,637,1
851,s16,1,congruent,3,818,0
852,s16,1,congruent,4,607,1
853,s16,1,congruent,5,699,1
854,s16,1,congruent,6,706,1
855,s16,1,congruent,7,674,1
856,s16,1,congruent,8,805,1
857,s16,1,congruent,9,716,1
858,s16,1,congruent,10,598,1
859,s16,1,congruent,11,677,1
860,s16,1,congruent,12,613,1
861,s16,1,incongruent,1,826,1
862,s16,1,incongruent,2,701,1
863,s16,1,incongruent,3,581,1
864,s16,1,incongruent,4,787,0
865,s16,1,incongruent,5,509,1
866,s16,1,incongruent,6,655,1
867,s16,1,incongruent,7,721,1
868,s16,1,incongruent,8,1175,1
869,s16,1,incongruent,9,836,1
870,s16,1,incongruent,10,692,1
871,s16,1,incongruent,11,752,1
872,s16,1,incongruent,12,902,1
873,s16,2,congruent,1,867,1
874,s16,2,congruent,2,678,1
875,s16,2,congruent,3,595,1
876,s16,2,congruent,4,688,1
877,s16,2,congruent,5,665,1
878,s16,2,congruent,6,729,1
879,s16,2,congruent,7,762,1
880,s16,2,congruent,8,612,1
881,s16,2,congruent,9,578,1
882,s16,2,congruent,10,518,1
883,s16,2,congruent,11,483,0
884,s16,2,congruent,12,548,1
885,s16,2,incongruent,1,576,1
886,s16,2,incongruent,2,509,1
887,s16,2,incongruent,3,494,1
888,s16,2,incongruent,4,814,1
889,s16,2,incongruent,5,828,1
890,s16,2,incongruent,6,633,1
891,s16,2,incongruent,7,928,1
892,s16,2,incongruent,8,735,1
893,s16,2,incongruent,9,592,1
894,s16,2,incongruent,10,735,1
895,s16,2,incongruent,11,744,1
896,s16,2,incongruent,12,872,1
897,s17,0,congruent,1,2001,1
898,s17,0,congruent,2,1357,1
899,s17,0,congruent,3,1026,1
900,s17,0,congruent,4,1329,1
901,s17,0,incongruent,1,1506,1
902,s17,0,incongruent,2,1477,1
903,s17,0,incongruent,3,1214,1
904,s17,0,incongruent,4,1554,1
905,s17,1,congruent,1,1266,1
906,s17,1,congruent,2,522,1
907,s17,1,congruent,3,877,1
908,s17,1,congruent,4,1109,1
909,s17,1,congruent,5,814,1
910,s17,1,congruent,6,977,1
911,s17,1,congruent,7,1184,1
912,s17,1,congruent,8,794,1
913,s17,1,congruent,9,827,1
914,s17,1,congruent,10,1293,1
915,s17,1,congruent,11,928,1
916,s17,1,congruent,12,823,1
917,s17,1,incongruent,1,936,1
918,s17,1,incongruent,2,472,1
919,s17,1,incongruent,3,561,1
920,s17,1,incongruent,4,537,1
921,s17,1,incongruent,5,781,1
922,s17,1,incongruent,6,412,1
923,s17,1,incongruent,7,756,1
924,s17,1,incongruent,8,604,0
925,s17,1,incongruent,9,609,1
926,s17,1,incongruent,10,678,1
927,s17,1,incongruent,11,711,1
928,s17,1,incongruent,12,661,1
929,s17,2,congruent,1,931,1
930,s17,2,congruent,2,587,1
931,s17,2,congruent,3,1038,1
932,s17,2,congruent,4,1512,1
933,s17,2,congruent,5,900,1
934,s17,2,congruent,6,817,1
935,s17,2,congruent,7,770,1
936,s17,2,congruent,8,1330,1
937,s17,2,congruent,9,618,1
938,s17,2,congruent,10,857,1
939,s17,2,congruent,11,1001,1
940,s17,2,congruent,12,851,1
941,s17,2,incongruent,1,599,0
942,s17,2,incongruent,2,495,1
943,s17,2,incongruent,3,698,1
944,s17,2,incongruent,4,530,1
945,s17,2,incongruent,5,1050,1
946,s17,2,incongruent,6,509,1
947,s17,2,incongruent,7,690,1
948,s17,2,incongruent,8,981,1
949,s17,2,incongruent,9,955,1
950,s17,2,incongruent,10,717,1
951,s17,2,incongruent,11,685,1
952,s17,2,incongruent,12,817,1
953,s18,0,congruent,1,1027,0
954,s18,0,congruent,2,1132,0
955,s18,0,congruent,3,956,1
956,s18,0,congruent,4,1813,0
957,s18,0,incongruent,1,799,1
958,s18,0,incongruent,2,808,1
959,s18,0,incongruent,3,1348,1
960,s18,0,incongruent,4,1179,1
961,s18,1,congruent,1,983,1
962,s18,1,congruent,2,660,1
963,s18,1,congruent,3,718,1
964,s18,1,congruent,4,1134,1
965,s18,1,congruent,5,1096,1
966,s18,1,congruent,6,557,1
967,s18,1,congruent,7,816,1
968,s18,1,congruent,8,588,1
969,s18,1,congruent,9,858,1
970,s18,1,congruent,10,546,1
971,s18,1,congruent,11,861,1
972,s18,1,congruent,12,915,1
973,s18,1,incongruent,1,853,1
974,s18,1,incongruent,2,667,1
975,s18,1,incongruent,3,559,1
976,s18,1,incongruent,4,875,1
977,s18,1,incongruent,5,703,1
978,s18,1,incongruent,6,538,1
979,s18,1,incongruent,7,708,1
980,s18,1,incongruent,8,527,1
981,s18,1,incongruent,9,703,1
982,s18,1,incongruent,10,613,1
983,s18,1,incongruent,11,773,1
984,s18,1,incongruent,12,822,1
985,s18,2,congruent,1,657,1
986,s18,2,congruent,2,871,1
987,s18,2,congruent,3,1149,1
988,s18,2,congruent,4,888,1
989,s18,2,congruent,5,671,1
990,s18,2,congruent,6,448,1
991,s18,2,congruent,7,629,0
992,s18,2,congruent,8,1214,0
993,s18,2,congruent,9,692,1
994,s18,2,congruent,10,595,1
995,s18,2,congruent,11,832,1
996,s18,2,congruent,12,748,1
997,s18,2,incongruent,1,848,1
998,s18,2,incongruent,2,1077,1
999,s18,2,incongruent,3,715,1
1000,s18,2,incongruent,4,472,1
1001,s18,2,incongruent,5,1027,1
1002,s18,2,incongruent,6,867,1
1003,s18,2,incongruent,7,807,1
1004,s18,2,incongruent,8,847,1
1005,s18,2,incongruent,9,971,1
1006,s18,2,incongruent,10,518,1
1007,s18,2,incongruent,11,645,1
1008,s18,2,incongruent,12,705,1
1009,s19,0,congruent,1,805,1
1010,s19,0,congruent,2,1109,1
1011,s19,0,congruent,3,1043,1
1012,s19,0,congruent,4,1411,1
1013,s19,0,incongruent,1,939,1
1014,s19,0,incongruent,2,1360,1
1015,s19,0,incongruent,3,1520,0
1016,s19,0,incongruent,4,802,1
1017,s19,1,congruent,1,944,1
1018,s19,1,congruent,2,1282,1
1019,s19,1,congruent,3,680,1
1020,s19,1,congruent,4,718,1
1021,s19,1,congruent,5,1238,1
1022,s19,1,congruent,6,770,1
1023,s19,1,congruent,7,717,1
1024,s19,1,congruent,8,723,1
1025,s19,1,congruent,9,745,0
1026,s19,1,congruent,10,1117,1
1027,s19,1,congruent,11,846,1
1028,s19,1,congruent,12,900,1
1029,s19,1,incongruent,1,892,1
1030,s19,1,incongruent,2,1254,1
1031,s19,1,incongruent,3,1121,1
1032,s19,1,incongruent,4,760,1
1033,s19,1,incongruent,5,887,0
1034,s19,1,incongruent,6,778,1
1035,s19,1,incongruent,7,802,1
1036,s19,1,incongruent,8,1001,1
1037,s19,1,incongruent,9,604,1
1038,s19,1,incongruent,10,974,1
1039,s19,1,incongruent,11,810,1
1040,s19,1,incongruent,12,811,0
1041,s19,2,congruent,1,816,1
1042,s19,2,congruent,2,791,1
1043,s19,2,congruent,3,1019,1
1044,s19,2,congruent,4,702,1
1045,s19,2,congruent,5,940,1
1046,s19,2,congruent,6,783,1
1047,s19,2,congruent,7,1011,1
1048,s19,2,congruent,8,630,1
1049,s19,2,congruent,9,956,1
1050,s19,2,congruent,10,959,1
1051,s19,2,congruent,11,1287,1
1052,s19,2,congruent,12,867,0
1053,s19,2,incongruent,1,771,1
1054,s19,2,incongruent,2,794,1
1055,s19,2,incongruent,3,698,1
1056,s19,2,incongruent,4,910,1
1057,s19,2,incongruent,5,825,1
1058,s19,2,incongruent,6,916,1
1059,s19,2,incongruent,7,1104,1
1060,s19,2,incongruent,8,1115,1
1061,s19,2,incongruent,9,630,1
1062,s19,2,incongruent,10,755,1
1063,s19,2,incongruent,11,859,1
1064,s19,2,incongruent,12,649,1
1065,s20,0,congruent,1,585,1
1066,s20,0,congruent,2,585,1
1067,s20,0,congruent,3,1024,0
1068,s20,0,congruent,4,734,1
1069,s20,0,incongruent,1,710,1
1070,s20,0,incongruent,2,775,1
1071,s20,0,incongruent,3,520,1
1072,s20,0,incongruent,4,1113,1
1073,s20,1,congruent,1,516,1
1074,s20,1,congruent,2,796,1
1075,s20,1,congruent,3,996,1
1076,s20,1,congruent,4,672,1
1077,s20,1,congruent,5,694,1
1078,s20,1,congruent,6,562,1
1079,s20,1,congruent,7,742,1
1080,s20,1,congruent,8,490,1
1081,s20,1,congruent,9,640,1
1082,s20,1,congruent,10,694,1
1083,s20,1,congruent,11,684,1
1084,s20,1,congruent,12,710,1
1085,s20,1,incongruent,1,1001,1
1086,s20,1,incongruent,2,769,1
1087,s20,1,incongruent,3,667,1
1088,s20,1,incongruent,4,768,1
1089,s20,1,incongruent,5,500,1
1090,s20,1,incongruent,6,628,1
1091,s20,1,incongruent,7,825,0
1092,s20,1,incongruent,8,617,1
1093,s20,1,incongruent,9,604,1
1094,s20,1,incongruent,10,742,1
1095,s20,1,incongruent,11,1330,1
1096,s20,1,incongruent,12,982,1
1097,s20,2,congruent,1,668,1
1098,s20,2,congruent,2,781,1
1099,s20,2,congruent,3,691,1
1100,s20,2,congruent,4,714,1
1101,s20,2,congruent,5,574,1
1102,s20,2,congruent,6,475,1
1103,s20,2,congruent,7,751,1
1104,s20,2,congruent,8,777,1
1105,s20,2,congruent,9,537,1
1106,s20,2,congruent,10,469,1
1107,s20,2,congruent,11,673,1
1108,s20,2,congruent,12,459,1
1109,s20,2,incongruent,1,977,1
1110,s20,2,incongruent,2,656,1
1111,s20,2,incongruent,3,733,1
1112,s20,2,incongruent,4,942,1
1113,s20,2,incongruent,5,750,0
1114,s20,2,incongruent,6,827,1
1115,s20,2,incongruent,7,681,1
1116,s20,2,incongruent,8,950,1
1117,s20,2,incongruent,9,580,1
1118,s20,2,incongruent,10,915,1
1119,s20,2,incongruent,11,856,1
1120,s20,2,incongruent,12,621,1
1121,s21,0,congruent,1,631,1
1122,s21,0,congruent,2,672,1
1123,s21,0,congruent,3,619,1
1124,s21,0,congruent,4,557,1
1125,s21,0,incongruent,1,446,1
1126,s21,0,incongruent,2,583,1
1127,s21,0,incongruent,3,575,1
1128,s21,0,incongruent,4,639,1
1129,s21,1,congruent,1,672,1
1130,s21,1,congruent,2,342,1
1131,s21,1,congruent,3,391,1
1132,s21,1,congruent,4,425,1
1133,s21,1,congruent,5,405,1
1134,s21,1,congruent,6,452,1
1135,s21,1,congruent,7,400,1
1136,s21,1,congruent,8,449,1
1137,s21,1,congruent,9,379,1
1138,s21,1,congruent,10,416,1
1139,s21,1,congruent,11,333,1
1140,s21,1,congruent,12,346,1
1141,s21,1,incongruent,1,474,1
1142,s21,1,incongruent,2,352,1
1143,s21,1,incongruent,3,463,1
1144,s21,1,incongruent,4,407,0
1145,s21,1,incongruent,5,418,0
1146,s21,1,incongruent,6,647,1
1147,s21,1,incongruent,7,388,1
1148,s21,1,incongruent,8,399,1
1149,s21,1,incongruent,9,440,1
1150,s21,1,incongruent,10,448,1
1151,s21,1,incongruent,11,506,1
1152,s21,1,incongruent,12,392,1
1153,s21,2,congruent,1,371,1
1154,s21,2,congruent,2,408,1
1155,s21,2,congruent,3,476,1
1156,s21,2,congruent,4,283,1
1157,s21,2,congruent,5,370,1
1158,s21,2,congruent,6,295,1
1159,s21,2,congruent,7,435,1
1160,s21,2,congruent,8,373,1
1161,s21,2,congruent,9,379,1
1162,s21,2,congruent,10,488,1
1163,s21,2,congruent,11,452,1
1164,s21,2,congruent,12,391,1
1165,s21,2,incongruent,1,502,1
1166,s21,2,incongruent,2,362,1
1167,s21,2,incongruent,3,458,1
1168,s21,2,incongruent,4,610,1
1169,s21,2,incongruent,5,379,1
1170,s21,2,incongruent,6,284,1
1171,s21,2,incongruent,7,349,1
1172,s21,2,incongruent,8,321,1
1173,s21,2,incongruent,9,721,1
1174,s21,2,incongruent,10,404,1
1175,s21,2,incongruent,11,585,1
1176,s21,2,incongruent,12,601,1
1177,s22,0,congruent,1,1737,0
1178,s22,0,congruent,2,1055,1
1179,s22,0,congruent,3,1237,1
1180,s22,0,congruent,4,1029,1
1181,s22,0,incongruent,1,823,1
1182,s22,0,incongruent,2,670,0
1183,s22,0,incongruent,3,1130,1
1184,s22,0,incongruent,4,1087,1
1185,s22,1,congruent,1,605,1
1186,s22,1,congruent,2,614,1
1187,s22,1,congruent,3,868,1
1188,s22,1,congruent,4,894,1
1189,s22,1,congruent,5,695,1
1190,s22,1,congruent,6,682,1
1191,s22,1,congruent,7,803,1
1192,s22,1,congruent,8,817,1
1193,s22,1,congruent,9,809,0
1194,s22,1,congruent,10,1311,1
1195,s22,1,congruent,11,1022,1
1196,s22,1,congruent,12,562,1
1197,s22,1,incongruent,1,476,1
1198,s22,1,incongruent,2,521,1
1199,s22,1,incongruent,3,624,1
1200,s22,1,incongruent,4,644,0
1201,s22,1,incongruent,5,836,1
1202,s22,1,incongruent,6,515,1
1203,s22,1,incongruent,7,663,1
1204,s22,1,incongruent,8,650,1
1205,s22,1,incongruent,9,727,1
1206,s22,1,incongruent,10,655,1
1207,s22,1,incongruent,11,659,1
1208,s22,1,incongruent,12,674,1
1209,s22,2,congruent,1,838,1
1210,s22,2,congruent,2,676,1
1211,s22,2,congruent,3,713,1
1212,s22,2,congruent,4,847,1
1213,s22,2,congruent,5,1023,1
1214,s22,2,congruent,6,555,1
1215,s22,2,congruent,7,920,1
1216,s22,2,congruent,8,544,1
1217,s22,2,congruent,9,898,1
1218,s22,2,congruent,10,804,1
1219,s22,2,congruent,11,849,1
1220,s22,2,congruent,12,515,1
1221,s22,2,incongruent,1,638,1
1222,s22,2,incongruent,2,1105,1
1223,s22,2,incongruent,3,993,1
1224,s22,2,incongruent,4,572,1
1225,s22,2,incongruent,5,518,1
1226,s22,2,incongruent,6,447,1
1227,s22,2,incongruent,7,659,1
1228,s22,2,incongruent,8,458,1
1229,s22,2,incongruent,9,1180,1
1230,s22,2,incongruent,10,680,1
1231,s22,2,incongruent,11,879,1
1232,s22,2,incongruent,12,707,1
1233,s23,0,congruent,1,825,1
1234,s23,0,congruent,2,1462,1
1235,s23,0,congruent,3,1118,0
1236,s23,0,congruent,4,1208,1
1237,s23,0,incongruent,1,917,1
1238,s23,0,incongruent,2,584,1
1239,s23,0,incongruent,3,850,1
1240,s23,0,incongruent,4,761,1
1241,s23,1,congruent,1,1038,1
1242,s23,1,congruent,2,704,1
1243,s23,1,congruent,3,592,1
1244,s23,1,congruent,4,620,1
1245,s23,1,congruent,5,839,1
1246,s23,1,congruent,6,528,1
1247,s23,1,congruent,7,845,1
1248,s23,1,congruent,8,722,1
1249,s23,1,congruent,9,987,1
1250,s23,1,congruent,10,974,1
1251,s23,1,congruent,11,581,1
1252,s23,1,congruent,12,830,1
1253,s23,1,incongruent,1,688,1
1254,s23,1,incongruent,2,731,1
1255,s23,1,incongruent,3,853,1
1256,s23,1,incongruent,4,832,1
1257,s23,1,incongruent,5,763,1
1258,s23,1,incongruent,6,922,1
1259,s23,1,incongruent,7,836,1
1260,s23,1,incongruent,8,844,1
1261,s23,1,incongruent,9,515,1
1262,s23,1,incongruent,10,669,1
1263,s23,1,incongruent,11,969,1
1264,s23,1,incongruent,12,660,1
1265,s23,2,congruent,1,892,0
1266,s23,2,congruent,2,615,1
1267,s23,2,congruent,3,762,1
1268,s23,2,congruent,4,740,1
1269,s23,2,congruent,5,1065,1
1270,s23,2,congruent,6,977,1
1271,s23,2,congruent,7,775,1
1272,s23,2,congruent,8,560,1
1273,s23,2,congruent,9,556,1
1274,s23,2,congruent,10,1241,1
1275,s23,2,congruent,11,1133,1
1276,s23,2,congruent,12,776,1
1277,s23,2,incongruent,1,929,1
1278,s23,2,incongruent,2,897,1
1279,s23,2,incongruent,3,778,1
1280,s23,2,incongruent,4,1082,1
1281,s23,2,incongruent,5,875,1
1282,s23,2,incongruent,6,3757,1
1283,s23,2,incongruent,7,729,1
1284,s23,2,incongruent,8,857,1
1285,s23,2,incongruent,9,739,1
1286,s23,2,incongruent,10,798,1
1287,s23,2,incongruent,11,1185,1
1288,s23,2,incongruent,12,1056,1
1289,s24,0,congruent,1,826,1
1290,s24,0,congruent,2,597,0
1291,s24,0,congruent,3,984,1
1292,s24,0,congruent,4,1555,1
1293,s24,0,incongruent,1,1228,1
1294,s24,0,incongruent,2,1017,0
1295,s24,0,incongruent,3,1225,0
1296,s24,0,incongruent,4,1255,0
1297,s24,1,congruent,1,876,1
1298,s24,1,congruent,2,980,0
1299,s24,1,congruent,3,849,1
1300,s24,1,congruent,4,1080,1
1301,s24,1,congruent,5,5619,1
1302,s24,1,congruent,6,1024,1
1303,s24,1,congruent,7,951,0
1304,s24,1,congruent,8,912,1
1305,s24,1,congruent,9,726,1
1306,s24,1,congruent,10,551,1
1307,s24,1,congruent,11,873,1
1308,s24,1,congruent,12,1091,1
1309,s24,1,incongruent,1,1058,1
1310,s24,1,incongruent,2,1538,1
1311,s24,1,incongruent,3,1071,0
1312,s24,1,incongruent,4,1326,1
1313,s24,1,incongruent,5,1297,1
1314,s24,1,incongruent,6,1147,1
1315,s24,1,incongruent,7,1144,1
1316,s24,1,incongruent,8,1164,1
1317,s24,1,incongruent,9,1117,1
1318,s24,1,incongruent,10,1517,1
1319,s24,1,incongruent,11,1426,1
1320,s24,1,incongruent,12,912,1
1321,s24,2,congruent,1,735,1
1322,s24,2,congruent,2,1065,1
1323,s24,2,congruent,3,1036,1
1324,s24,2,congruent,4,480,1
1325,s24,2,congruent,5,701,1
1326,s24,2,congruent,6,1415,1
1327,s24,2,congruent,7,563,1
1328,s24,2,congruent,8,552,0
1329,s24,2,congruent,9,1119,1
1330,s24,2,congruent,10,917,0
1331,s24,2,congruent,11,934,1
1332,s24,2,congruent,12,1250,1
1333,s24,2,incongruent,1,1117,1
1334,s24,2,incongruent,2,1248,0
1335,s24,2,incongruent,3,1409,1
1336,s24,2,incongruent,4,1279,1
1337,s24,2,incongruent,5,1174,1
1338,s24,2,incongruent,6,1750,1
1339,s24,2,incongruent,7,1503,1
1340,s24,2,incongruent,8,1376,1
1341,s24,2,incongruent,9,1107,1
1342,s24,2,incongruent,10,1473,1
1343,s24,2,incongruent,11,1971,1
1344,s24,2,incongruent,12,1410,1
1345,s25,0,congruent,1,1288,1
1346,s25,0,congruent,2,796,0
1347,s25,0,congruent,3,830,0
1348,s25,0,congruent,4,705,1
1349,s25,0,incongruent,1,691,1
1350,s25,0,incongruent,2,621,1
1351,s25,0,incongruent,3,585,1
1352,s25,0,incongruent,4,856,1
1353,s25,1,congruent,1,451,1
1354,s25,1,congruent,2,423,1
1355,s25,1,congruent,3,600,1
1356,s25,1,congruent,4,488,1
1357,s25,1,congruent,5,683,1
1358,s25,1,congruent,6,453,1
1359,s25,1,congruent,7,510,1
1360,s25,1,congruent,8,442,1
1361,s25,1,congruent,9,410,1
1362,s25,1,congruent,10,505,1
1363,s25,1,congruent,11,370,1
1364,s25,1,congruent,12,633,0
1365,s25,1,incongruent,1,411,1
1366,s25,1,incongruent,2,355,0
1367,s25,1,incongruent,3,458,1
1368,s25,1,incongruent,4,401,1
1369,s25,1,incongruent,5,322,1
1370,s25,1,incongruent,6,390,1
1371,s25,1,incongruent,7,369,1
1372,s25,1,incongruent,8,448,0
1373,s25,1,incongruent,9,415,1
1374,s25,1,incongruent,10,391,0
1375,s25,1,incongruent,11,354,1
1376,s25,1,incongruent,12,396,1
1377,s25,2,congruent,1,675,1
1378,s25,2,congruent,2,584,1
1379,s25,2,congruent,3,585,1
1380,s25,2,congruent,4,422,1
1381,s25,2,congruent,5,541,1
1382,s25,2,congruent,6,465,1
1383,s25,2,congruent,7,555,1
1384,s25,2,congruent,8,623,1
1385,s25,2,congruent,9,691,1
1386,s25,2,congruent,10,291,1
1387,s25,2,congruent,11,640,1
1388,s25,2,congruent,12,594,1
1389,s25,2,incongruent,1,382,1
1390,s25,2,incongruent,2,367,1
1391,s25,2,incongruent,3,308,1
1392,s25,2,incongruent,4,435,1
1393,s25,2,incongruent,5,430,1
1394,s25,2,incongruent,6,498,1
1395,s25,2,incongruent,7,450,1
1396,s25,2,incongruent,8,584,1
1397,s25,2,incongruent,9,470,1
1398,s25,2,incongruent,10,431,1
1399,s25,2,incongruent,11,377,1
1400,s25,2,incongruent,12,463,1
1401,s26,0,congruent,1,682,0
1402,s26,0,congruent,2,602,1
1403,s26,0,congruent,3,874,0
1404,s26,0,congruent,4,1205,1
1405,s26,0,incongruent,1,891,1
1406,s26,0,incongruent,2,795,0
1407,s26,0,incongruent,3,694,1
1408,s26,0,incongruent,4,892,1
1409,s26,1,congruent,1,1222,1
1410,s26,1,congruent,2,596,1
1411,s26,1,congruent,3,649,1
1412,s26,1,congruent,4,513,1
1413,s26,1,congruent,5,863,1
1414,s26,1,congruent,6,704,0
1415,s26,1,congruent,7,630,1
1416,s26,1,congruent,8,755,1
1417,s26,1,congruent,9,609,1
1418,s26,1,congruent,10,605,1
1419,s26,1,congruent,11,557,1
1420,s26,1,congruent,12,841,1
1421,s26,1,incongruent,1,835,1
1422,s26,1,incongruent,2,758,1
1423,s26,1,incongruent,3,876,1
1424,s26,1,incongruent,4,1090,0
1425,s26,1,incongruent,5,711,1
1426,s26,1,incongruent,6,1058,1
1427,s26,1,incongruent,7,1059,1
1428,s26,1,incongruent,8,1212,0
1429,s26,1,incongruent,9,833,1
1430,s26,1,incongruent,10,1216,1
1431,s26,1,incongruent,11,1019,0
1432,s26,1,incongruent,12,1100,1
1433,s26,2,congruent,1,565,1
1434,s26,2,congruent,2,711,1
1435,s26,2,congruent,3,536,1
1436,s26,2,congruent,4,581,1
1437,s26,2,congruent,5,938,1
1438,s26,2,congruent,6,972,1
1439,s26,2,congruent,7,959,1
1440,s26,2,congruent,8,966,1
1441,s26,2,congruent,9,580,1
1442,s26,2,congruent,10,705,1
1443,s26,2,congruent,11,653,1
1444,s26,2,congruent,12,779,0
1445,s26,2,incongruent,1,1028,1
1446,s26,2,incongruent,2,939,1
1447,s26,2,incongruent,3,718,1
1448,s26,2,incongruent,4,946,1
1449,s26,2,incongruent,5,680,1
1450,s26,2,incongruent,6,1140,1
1451,s26,2,incongruent,7,1116,0
1452,s26,2,incongruent,8,675,1
1453,s26,2,incongruent,9,1006,0
1454,s26,2,incongruent,10,1380,1
1455,s26,2,incongruent,11,915,1
1456,s26,2,incongruent,12,869,1
1457,s27,0,congruent,1,564,1
1458,s27,0,congruent,2,397,0
1459,s27,0,congruent,3,614,1
1460,s27,0,congruent,4,591,1
1461,s27,0,incongruent,1,535,1
1462,s27,0,incongruent,2,1371,1
1463,s27,0,incongruent,3,667,1
1464,s27,0,incongruent,4,497,1
1465,s27,1,congruent,1,209,1
1466,s27,1,congruent,2,411,1
1467,s27,1,congruent,3,353,1
1468,s27,1,congruent,4,233,1
1469,s27,1,congruent,5,378,1
1470,s27,1,congruent,6,235,1
1471,s27,1,congruent,7,402,1
1472,s27,1,congruent,8,431,1
1473,s27,1,congruent,9,284,1
1474,s27,1,congruent,10,279,1
1475,s27,1,congruent,11,366,1
1476,s27,1,congruent,12,450,1
1477,s27,1,incongruent,1,259,1
1478,s27,1,incongruent,2,246,1
1479,s27,1,incongruent,3,249,0
1480,s27,1,incongruent,4,243,1
1481,s27,1,incongruent,5,241,1
1482,s27,1,incongruent,6,221,1
1483,s27,1,incongruent,7,261,1
1484,s27,1,incongruent,8,397,1
1485,s27,1,incongruent,9,266,1
1486,s27,1,incongruent,10,230,1
1487,s27,1,incongruent,11,172,1
1488,s27,1,incongruent,12,369,0
1489,s27,2,congruent,1,237,1
1490,s27,2,congruent,2,417,0
1491,s27,2,congruent,3,294,1
1492,s27,2,congruent,4,229,1
1493,s27,2,congruent,5,253,1
1494,s27,2,congruent,6,254,1
1495,s27,2,congruent,7,302,1
1496,s27,2,congruent,8,389,1
1497,s27,2,congruent,9,475,1
1498,s27,2,congruent,10,405,1
1499,s27,2,congruent,11,249,1
1500,s27,2,congruent,12,194,1
1501,s27,2,incongruent,1,232,1
1502,s27,2,incongruent,2,316,1
1503,s27,2,incongruent,3,276,1
1504,s27,2,incongruent,4,320,1
1505,s27,2,incongruent,5,295,1
1506,s27,2,incongruent,6,250,1
1507,s27,2,incongruent,7,280,1
1508,s27,2,incongruent,8,304,0
1509,s27,2,incongruent,9,204,1
1510,s27,2,incongruent,10,235,1
1511,s27,2,incongruent,11,265,1
1512,s27,2,incongruent,12,208,1
1513,s28,0,congruent,1,740,1
1514,s28,0,congruent,2,1040,0
1515,s28,0,congruent,3,1375,1
1516,s28,0,congruent,4,482,1
1517,s28,0,incongruent,1,593,0
1518,s28,0,incongruent,2,930,0
1519,s28,0,incongruent,3,630,1
1520,s28,0,incongruent,4,1274,0
1521,s28,1,congruent,1,525,0
1522,s28,1,congruent,2,800,1
1523,s28,1,congruent,3,683,1
1524,s28,1,congruent,4,602,1
1525,s28,1,congruent,5,1006,1
1526,s28,1,congruent,6,815,1
1527,s28,1,congruent,7,684,1
1528,s28,1,congruent,8,693,0
1529,s28,1,congruent,9,724,0
1530,s28,1,congruent,10,558,1
1531,s28,1,congruent,11,748,1
1532,s28,1,congruent,12,864,1
1533,s28,1,incongruent,1,844,0
1534,s28,1,incongruent,2,969,1
1535,s28,1,incongruent,3,857,1
1536,s28,1,incongruent,4,889,0
1537,s28,1,incongruent,5,792,0
1538,s28,1,incongruent,6,848,1
1539,s28,1,incongruent,7,909,1
1540,s28,1,incongruent,8,584,1
1541,s28,1,incongruent,9,537,1
1542,s28,1,incongruent,10,929,1
1543,s28,1,incongruent,11,828,1
1544,s28,1,incongruent,12,773,1
1545,s28,2,congruent,1,836,1
1546,s28,2,congruent,2,581,1
1547,s28,2,congruent,3,1044,1
1548,s28,2,congruent,4,581,1
